
-3120    0.166144    0.661442    0.413793    0.429467
-3104    0.171569    0.632353    0.414216    0.436275
-3088    0.159533    0.653696    0.435798    0.398833
-3072    0.152857    0.668571    0.422857        0.43
-3056     0.15622    0.686596    0.415622    0.424301
-3040     0.15816     0.68242    0.402647    0.424071
-3024    0.152763    0.669969    0.411887    0.429093
-3008    0.153846    0.663721    0.413202    0.430353
-2992    0.153846    0.659563     0.41684    0.427755
-2976    0.152807    0.673597    0.413721    0.432432
-2960    0.156364    0.676364    0.409351    0.426494
-2944    0.153766    0.675325    0.411948    0.435844
-2928    0.161039    0.675325    0.411429    0.434286
-2912    0.153247    0.681558    0.411429    0.426494
-2896    0.154286    0.685195    0.412987    0.425455
-2880    0.153247    0.663896    0.412987    0.428052
-2864    0.150649     0.67013    0.407792     0.43013
-2848    0.150493    0.674105     0.41152    0.422937
-2832    0.154645    0.673067    0.417229    0.433316
-2816    0.152569    0.677218    0.409964    0.423975
-2800    0.148417    0.680851    0.413596    0.428127
-2784     0.14686    0.680332     0.41152    0.427089
-2768    0.144341    0.678089    0.410696    0.426272
-2752    0.147456    0.680166    0.410696    0.428868
-2736    0.147975    0.684839    0.422638    0.424195
-2720    0.143821     0.69107    0.416926    0.421599
-2704    0.140187    0.687954    0.422118    0.433541
-2688    0.141225    0.681724    0.420042    0.437175
-2672    0.140706    0.674455    0.419003    0.422638
-2656    0.139148    0.676532    0.416926    0.429907
-2640    0.138629    0.682762    0.417445     0.42731
-2624    0.137591     0.68432    0.419522    0.419003
-2608    0.143302    0.686397    0.424714    0.422118
-2592    0.139668    0.682762    0.423676    0.413811
-2576    0.135514    0.677051     0.42783    0.413811
-2560    0.139668    0.676012     0.42731     0.41433
-2544    0.141745     0.68432    0.429387     0.42108
-2528    0.142783    0.687435     0.42731    0.409138
-2512    0.145379    0.692108    0.432503    0.413811
-2496    0.138629    0.681724    0.436137    0.410696
-2480    0.137072    0.688474    0.424714    0.419003
-2464    0.132918    0.690031    0.429907    0.410696
-2448    0.130322    0.696262    0.431464     0.41433
-2432     0.13136    0.688993     0.43406     0.41433
-2416    0.124091    0.693146    0.436656    0.415369
-2400    0.128764    0.700935    0.438214     0.40758
-2384    0.127207    0.706646    0.429907    0.409657
-2368    0.124611    0.706127    0.429387    0.410696
-2352     0.12513    0.711319    0.432503    0.408619
-2336    0.126168    0.711319    0.442887    0.404465
-2320    0.119938    0.711319    0.437695    0.408619
-2304    0.122534    0.712357    0.439772    0.404984
-2288    0.122534    0.713915    0.440291    0.408619
-2272    0.123572    0.722222    0.439772    0.400831
-2256    0.124611    0.714434    0.442368    0.401869
-2240     0.12513    0.709242     0.44704    0.403427
-2224    0.127726    0.709242    0.449637    0.409657
-2208    0.127207    0.698858    0.446002    0.402908
