13.5078   0.0465116    0.697674   0.0232558    0.860465
13.5329           0         0.8   0.0727273    0.618182
13.5581           0    0.769231   0.0897436    0.679487
13.5832    0.025641    0.769231   0.0897436     0.74359
13.6083   0.0229885    0.781609    0.045977    0.609195
13.6335    0.025641    0.769231    0.136752    0.538462
13.6586   0.0471698    0.801887   0.0754717    0.537736
13.6837   0.0634921    0.706349   0.0793651    0.579365
13.7089   0.0196078     0.79085    0.124183    0.594771
13.734   0.0294118    0.752941   0.0941176    0.594118
13.7591   0.0159574    0.718085    0.111702    0.547872
13.7842       0.028       0.704       0.116        0.62
13.8094   0.0116732    0.731518   0.0856031    0.618677
13.8345    0.037037    0.693603    0.117845    0.626263
13.8596    0.027027    0.702703    0.102102    0.588589
13.8848   0.0447368    0.660526        0.15    0.621053
13.9099   0.0423729    0.665254   0.0995763    0.635593
13.935   0.0361446    0.674699     0.14257    0.600402
13.9602   0.0350318    0.697452    0.151274     0.58121
13.9853   0.0252976    0.665179    0.162202    0.584821
14.0104   0.0339213    0.705563     0.14654    0.592944
14.0356   0.0354796    0.683311    0.140604    0.571616
14.0607   0.0315053    0.691949    0.162194    0.572929
14.0858   0.0383387    0.695421    0.153355    0.576145
14.111   0.0458453    0.673352    0.187202    0.546323
14.1361   0.0417376    0.698467    0.166951    0.578365
14.1612    0.030837    0.694567    0.198238    0.561674
14.1864   0.0543329    0.696699    0.204264    0.557084
14.2115   0.0432099         0.7    0.209259    0.534568
14.2366   0.0483065    0.695169    0.209883    0.518601
14.2617   0.0440039    0.683752    0.234526     0.52176
14.2869   0.0442518    0.693887    0.249544    0.524179
14.312   0.0516022    0.683729    0.233874     0.53891
14.3371   0.0567515     0.68454    0.234834    0.521722
14.3623   0.0492857    0.698214        0.26    0.507143
14.3874   0.0450713    0.713359    0.256809    0.523995
14.4125   0.0510426     0.71024    0.280423    0.496732
14.4377   0.0551532    0.707521    0.294708    0.487465
14.4628   0.0573144    0.724072    0.313319    0.485535
14.4879   0.0503113    0.731507    0.336239    0.471482
14.5131   0.0601251    0.722463    0.337662    0.463925
14.5382   0.0551511    0.716523    0.341275    0.470549
14.5633   0.0606186    0.720412    0.352784    0.462474
14.5885   0.0630823    0.713121    0.362189    0.441576
14.6136    0.065987    0.725116    0.358665    0.449305
14.6387   0.0649211    0.722202    0.383608     0.43741
14.6639   0.0723537    0.717838    0.384217     0.42946
14.689   0.0756639     0.72006    0.411391    0.413897
14.7141   0.0729558    0.723519    0.396116    0.426473
