0              0              0
0.25       0.225913       0.358464
0.5       0.429429       0.349562
0.75       0.601503       0.321501
1       0.763107       0.362717
1.25       0.918184       0.447604
1.5        1.07323       0.480942
1.75        1.21884       0.468493
2        1.37075       0.496572
2.25        1.52355       0.546159
2.5        1.67305       0.589312
2.75        1.81376       0.584271
3        1.95736       0.606015
3.25        2.09469        0.64017
3.5        2.23514       0.683956
3.75        2.36715       0.703569
4        2.50409       0.715522
4.25        2.63777       0.745416
4.5        2.76512       0.780885
4.75        2.91416       0.806584
5        3.05413       0.820032
5.25        3.19335       0.839726
5.5        3.32592       0.876865
5.75        3.46309       0.899765
6        3.60819       0.923443
6.25        3.73988       0.939993
6.5        3.88601        0.96701
6.75        4.00373        0.99149
7        4.13072         1.0136
7.25        4.26729        1.03393
7.5        4.38566        1.05883
7.75        4.51692        1.08566
8        4.64095        1.11002
8.25        4.78066        1.13171
8.5        4.93142        1.14583
8.75         5.0742        1.17472
9        5.22105        1.19357
9.25        5.36814        1.22154
9.5        5.49817        1.24117
9.75        5.63278        1.26332
10        5.76529        1.29194
10.25        5.89777        1.30978
10.5        6.03743        1.33217
10.75        6.17423        1.34889
11        6.32221        1.37467
11.25        6.45825        1.39478
11.5        6.58125         1.4094
11.75         6.7016        1.43511
12        6.83923        1.45673
12.25        6.97136        1.47564
12.5        7.11103        1.49311
12.75        7.26933        1.51547
13        7.38277        1.53651
13.25        7.50658        1.55175
13.5        7.64638        1.57338
13.75         7.7594        1.59335
14        7.88727        1.61223
14.25        8.01889        1.63434
14.5        8.16722        1.64876
14.75        8.32998        1.66094
15        8.46528        1.68744
15.25        8.61207        1.69802
15.5        8.76826        1.72241
15.75        8.91228        1.73796
16        9.05702        1.75437
16.25        9.20117        1.78033
16.5        9.32259        1.79131
16.75        9.44676        1.81567
17        9.59076        1.82943
17.25        9.74091        1.85144
17.5        9.86899        1.86763
17.75        9.98464        1.88297
18        10.1011        1.89541
18.25        10.2395        1.91365
18.5        10.3608        1.93423
18.75        10.4914        1.94555
19         10.652        1.96363
19.25        10.7668        1.98128
19.5        10.8888        1.99423
19.75        11.0166        2.01454
20        11.1305        2.03182
20.25        11.2426        2.04711
20.5        11.3801        2.07147
20.75        11.5313        2.07895
21        11.7068        2.08486
21.25        11.8512        2.10266
21.5        11.9837         2.1083
21.75        12.1486        2.14012
22        12.2745        2.15516
22.25        12.4186        2.16687
22.5        12.5591          2.184
22.75        12.6581        2.19211
23        12.8033        2.21418
23.25        12.9506        2.22392
23.5        13.1072        2.24307
23.75        13.2403        2.25751
24        13.3543        2.27188
24.25         13.458         2.2834
24.5        13.6032        2.29638
24.75         13.736        2.31431
25        13.8769        2.32551
25.25        14.0412        2.33939
25.5         14.147        2.35622
25.75        14.2697        2.36248
26        14.4047        2.38406
26.25        14.5292        2.39824
26.5        14.6384         2.4092
26.75        14.7841        2.42913
27        14.9356        2.43496
27.25        15.1102          2.441
27.5        15.2406        2.45493
27.75         15.375        2.45886
28        15.5311        2.48483
28.25        15.6521        2.49619
28.5        15.8102        2.50711
28.75        15.9295        2.51984
29        16.0447        2.52542
29.25        16.1864        2.54388
29.5        16.3291        2.55515
29.75        16.4891         2.5712
30        16.6235        2.57941
30.25        16.7448        2.59405
30.5         16.847         2.5989
30.75        16.9875         2.6138
31        17.1284        2.63317
31.25        17.2741        2.63785
31.5        17.4538        2.64736
31.75        17.5552         2.6595
32        17.6864        2.66542
32.25        17.8257        2.68377
32.5        17.9409        2.69737
32.75        18.0703        2.70729
33        18.2162        2.71969
33.25        18.3511        2.72113
33.5        18.5252        2.73088
33.75        18.6571        2.74439
34        18.8019        2.74488
34.25        18.9404        2.76845
34.5        19.0662        2.77207
34.75         19.211        2.78696
35        19.3391        2.79545
35.25         19.438        2.80341
35.5        19.5763        2.82366
35.75        19.7095        2.83323
36        19.8807        2.83827
36.25        20.0194        2.84349
36.5        20.1369        2.86153
36.75         20.237        2.86814
37          20.36        2.88399
37.25        20.5015        2.89849
37.5        20.6328        2.90608
37.75        20.7979        2.91711
38        20.9033        2.91804
38.25        21.0237         2.9224
38.5        21.1603        2.94219
38.75        21.2879        2.95308
39        21.4186        2.95776
39.25        21.5635        2.96657
39.5         21.692        2.96912
39.75        21.8876        2.97973
40        22.0238         2.9856
40.25        22.1618        2.99118
40.5        22.2966        3.00855
40.75        22.4178        3.01336
41        22.5586        3.02143
41.25        22.6927        3.02895
41.5        22.7906        3.03638
41.75        22.9379        3.05759
42        23.0743        3.06353
42.25        23.2439        3.06866
42.5        23.3769        3.06684
42.75        23.4747        3.08733
43         23.579        3.09051
43.25        23.7023        3.10185
43.5        23.8351        3.11002
43.75        23.9602        3.11796
44        24.1087        3.12728
44.25        24.1949        3.13014
44.5        24.3185        3.14087
44.75        24.4592        3.15451
45        24.5981        3.16473
45.25        24.7175          3.169
45.5        24.8563        3.18172
45.75        24.9814        3.17912
46        25.1684        3.19435
46.25        25.2789        3.19856
46.5        25.4386        3.20032
46.75        25.5727        3.21638
47        25.7007        3.22263
47.25        25.8354        3.22455
47.5          25.96        3.22265
47.75        26.0544        3.23419
48         26.211        3.24671
48.25        26.3438        3.25111
48.5        26.5024        3.25674
48.75        26.6387        3.25574
49        26.7252        3.27016
49.25        26.8334        3.27835
49.5         26.968        3.28314
49.75        27.1159        3.28884
50        27.2553        3.29515
50.25        27.4224        3.30428
50.5           27.5        3.30814
50.75        27.6212        3.31674
51        27.7846        3.33021
51.25        27.9063          3.341
51.5        28.0193        3.34122
51.75        28.1576        3.35395
52        28.2851        3.35442
52.25        28.4617        3.36993
52.5         28.581        3.36358
52.75        28.7472        3.36721
53        28.8897        3.38438
53.25        29.0195        3.39123
53.5         29.146        3.39124
53.75        29.2581        3.39092
54        29.3543        3.39932
54.25        29.5216        3.41048
54.5        29.6439        3.41131
54.75        29.7889        3.41483
55        29.9115        3.41687
55.25        29.9964         3.4318
55.5        30.1027        3.43996
55.75        30.2418        3.44038
56        30.3826        3.44292
56.25        30.5377        3.44663
56.5         30.701        3.45399
56.75        30.7959        3.45694
57        30.9208        3.46404
57.25        31.0711        3.47773
57.5         31.181        3.49243
57.75        31.3046         3.4915
58        31.4541        3.50119
58.25         31.603         3.5053
58.5        31.7798        3.51667
58.75        31.8925        3.50705
59        32.0449        3.51414
59.25        32.2048        3.52773
59.5        32.3275         3.5292
59.75        32.4695        3.53099
60        32.5988        3.53238
60.25        32.6772        3.54006
60.5        32.8465        3.54952
60.75        32.9804        3.55386
61        33.1223        3.55833
61.25        33.2383        3.56156
61.5        33.3435        3.56961
61.75        33.4573        3.57646
62        33.5872        3.58326
62.25        33.7326        3.58429
62.5        33.8971         3.5857
62.75        34.0631        3.59398
63        34.1725        3.59769
63.25        34.3054        3.60148
63.5        34.4598        3.61268
63.75        34.5895        3.62585
64        34.7046        3.62469
64.25        34.8542        3.63821
64.5        35.0146        3.63829
64.75        35.1957        3.64725
65         35.288        3.63774
65.25        35.4387        3.64606
65.5        35.5999         3.6617
65.75        35.7303        3.65771
66        35.8766        3.66411
66.25        36.0156        3.66343
66.5        36.0972        3.66312
66.75        36.2661        3.67745
67        36.4008        3.67772
67.25        36.5428        3.68192
67.5         36.652        3.68686
67.75        36.7582        3.69143
68        36.8614        3.69285
68.25        37.0005        3.69789
68.5        37.1531         3.7043
68.75        37.3175        3.71105
69        37.4845        3.71642
69.25        37.6128        3.72404
69.5        37.7505        3.72329
69.75        37.9004        3.72965
70        38.0248        3.74666
70.25        38.1481        3.74152
70.5        38.3105        3.74753
70.75        38.4765        3.75089
71        38.6506        3.76001
71.25        38.7522        3.75117
71.5         38.911        3.76292
71.75         39.082        3.77277
72        39.2114        3.77199
72.25        39.3612        3.77917
72.5        39.5039        3.77159
72.75        39.5731        3.77749
73        39.7283        3.79265
73.25        39.8721        3.78944
73.5        40.0117         3.7898
73.75        40.1232        3.79413
74        40.2135        3.80763
74.25        40.3247        3.79575
74.5        40.4558         3.8012
74.75        40.5983        3.81379
75        40.7573        3.81895
75.25        40.9305         3.8263
75.5        41.0422        3.82952
75.75        41.1779        3.82865
76        41.3266        3.83786
76.25        41.4503        3.84847
76.5        41.5654          3.846
76.75        41.7189        3.85326
77        41.8756        3.85318
77.25        42.0591        3.86107
77.5        42.1438        3.85373
77.75        42.2969        3.86509
78        42.4582        3.87662
78.25        42.5869        3.87118
78.5        42.7128        3.87431
78.75        42.8727        3.87481
79        42.9432         3.8678
79.25        43.0812        3.88237
79.5        43.2589        3.88751
79.75        43.3981         3.8803
80        43.5379        3.88767
80.25        43.6464        3.89719
80.5        43.7643         3.8884
80.75        43.9175         3.8964
81        44.0657        3.90953
81.25        44.2236        3.91118
81.5        44.3945        3.91792
81.75        44.4963        3.91937
82        44.6159        3.91797
82.25        44.7605        3.92818
82.5        44.8907        3.93306
82.75         45.006        3.93423
83        45.1507        3.94107
83.25        45.2802        3.93741
83.5        45.4355        3.93614
83.75        45.5198         3.9371
84        45.6622        3.94609
84.25        45.8248        3.95572
84.5        45.9404        3.95928
84.75         46.047        3.95428
85        46.1877        3.95402
85.25        46.2563        3.95029
85.5        46.3956        3.96196
85.75        46.5716        3.97083
86        46.7167        3.96561
86.25        46.8553        3.96853
86.5        46.9609        3.97269
86.75        47.0811        3.97301
87        47.2213        3.97545
87.25        47.3803         3.9801
87.5        47.5261        3.98585
87.75        47.6958        3.98889
88        47.8023        3.98324
88.25        47.9271        3.98763
88.5        48.0658        3.99577
88.75        48.1931        3.99723
89        48.2965        3.99668
89.25         48.438         4.0037
89.5         48.578        4.00436
89.75        48.7506        4.00269
90        48.8524        3.99834
90.25         48.989        4.00191
90.5        49.1448        4.01481
90.75        49.2712        4.01372
91        49.3823        4.01207
91.25        49.5235        4.01122
91.5        49.5924         4.0125
91.75        49.7221         4.0207
92        49.8952        4.03415
92.25        50.0228        4.02786
92.5        50.1487        4.03163
92.75        50.2666        4.03867
93        50.4056        4.03407
93.25        50.5554        4.03969
93.5        50.6881        4.04284
93.75        50.8217        4.05106
94        50.9823        4.05548
94.25        51.0801        4.05063
94.5        51.1942        4.05711
94.75        51.3289        4.06138
95        51.4661        4.06847
95.25        51.5592        4.06601
95.5         51.685        4.07243
95.75        51.8313         4.0751
96        52.0072        4.06464
96.25        52.1105        4.06833
96.5        52.2511        4.06814
96.75        52.4171        4.07525
97        52.6493          4.082
97.25        52.7445        4.07555
97.5        52.8602        4.07708
97.75        52.9344         4.0732
98        53.0623        4.08783
98.25        53.2303        4.09635
98.5        53.3639        4.08971
98.75        53.5003        4.09695
99        53.6179        4.10084
99.25        53.7524         4.0942
99.5        53.8822        4.09733
99.75        54.0172         4.1013
